Entry	Entry name	Protein names
P78545	ELF3_HUMAN	ETS-related transcription factor Elf-3 (E74-like factor 3) (Epithelial-restricted with serine box) (Epithelium-restricted Ets protein ESX) (Epithelium-specific Ets transcription factor 1) (ESE-1)
P55199	ELL_HUMAN	RNA polymerase II elongation factor ELL (Eleven-nineteen lysine-rich leukemia protein)
Q8IZ81	ELMD2_HUMAN	ELMO domain-containing protein 2
Q96JJ3	ELMO2_HUMAN	Engulfment and cell motility protein 2 (Protein ced-12 homolog A) (hCed-12A)
Q96BJ8	ELMO3_HUMAN	Engulfment and cell motility protein 3
Q14241	ELOA1_HUMAN	Elongin-A (EloA) (Elongin 110 kDa subunit) (RNA polymerase II transcription factor SIII subunit A1) (SIII p110) (Transcription elongation factor B polypeptide 3)
Q15370	ELOB_HUMAN	Elongin-B (EloB) (Elongin 18 kDa subunit) (RNA polymerase II transcription factor SIII subunit B) (SIII p18) (Transcription elongation factor B polypeptide 2)
Q15369	ELOC_HUMAN	Elongin-C (EloC) (Elongin 15 kDa subunit) (RNA polymerase II transcription factor SIII subunit C) (SIII p15) (Transcription elongation factor B polypeptide 1)
Q9BW60	ELOV1_HUMAN	Elongation of very long chain fatty acids protein 1 (EC 2.3.1.199) (3-keto acyl-CoA synthase ELOVL1) (ELOVL fatty acid elongase 1) (ELOVL FA elongase 1) (Very long chain 3-ketoacyl-CoA synthase 1) (Very long chain 3-oxoacyl-CoA synthase 1)
Q9NYP7	ELOV5_HUMAN	Elongation of very long chain fatty acids protein 5 (EC 2.3.1.199) (3-keto acyl-CoA synthase ELOVL5) (ELOVL fatty acid elongase 5) (ELOVL FA elongase 5) (Fatty acid elongase 1) (hELO1) (Very long chain 3-ketoacyl-CoA synthase 5) (Very long chain 3-oxoacyl-CoA synthase 5)
O95163	ELP1_HUMAN	Elongator complex protein 1 (ELP1) (IkappaB kinase complex-associated protein) (IKK complex-associated protein) (p150)
Q6IA86	ELP2_HUMAN	Elongator complex protein 2 (ELP2) (SHINC-2) (STAT3-interacting protein 1) (StIP1)
Q9H9T3	ELP3_HUMAN	Elongator complex protein 3 (hELP3) (EC 2.3.1.48)
Q96EB1	ELP4_HUMAN	Elongator complex protein 4 (hELP4) (PAX6 neighbor gene protein)
Q8TE02	ELP5_HUMAN	Elongator complex protein 5 (Dermal papilla-derived protein 6) (S-phase 2 protein)
Q0PNE2	ELP6_HUMAN	Elongator complex protein 6 (Angiotonin-transactivated protein 1) (Protein TMEM103)
Q8WYP5	ELYS_HUMAN	Protein ELYS (Embryonic large molecule derived from yolk sac) (Protein MEL-28) (Putative AT-hook-containing transcription factor 1)
Q00013	EM55_HUMAN	55 kDa erythrocyte membrane protein (p55) (Membrane protein, palmitoylated 1)
O00423	EMAL1_HUMAN	Echinoderm microtubule-associated protein-like 1 (EMAP-1) (HuEMAP-1)
O95834	EMAL2_HUMAN	Echinoderm microtubule-associated protein-like 2 (EMAP-2) (HuEMAP-2)
Q32P44	EMAL3_HUMAN	Echinoderm microtubule-associated protein-like 3 (EMAP-3)
Q9HC35	EMAL4_HUMAN	Echinoderm microtubule-associated protein-like 4 (EMAP-4) (Restrictedly overexpressed proliferation-associated protein) (Ropp 120)
Q5UCC4	EMC10_HUMAN	ER membrane protein complex subunit 10 (Hematopoietic signal peptide-containing membrane domain-containing protein 1)
Q8N766	EMC1_HUMAN	ER membrane protein complex subunit 1
Q15006	EMC2_HUMAN	ER membrane protein complex subunit 2 (Tetratricopeptide repeat protein 35) (TPR repeat protein 35)
Q9P0I2	EMC3_HUMAN	ER membrane protein complex subunit 3 (Transmembrane protein 111)
Q5J8M3	EMC4_HUMAN	ER membrane protein complex subunit 4 (Cell proliferation-inducing gene 17 protein) (Transmembrane protein 85)
Q9NPA0	EMC7_HUMAN	ER membrane protein complex subunit 7
O43402	EMC8_HUMAN	ER membrane protein complex subunit 8 (Neighbor of COX4) (Protein FAM158B)
P50402	EMD_HUMAN	Emerin
Q6PJG2	EMSA1_HUMAN	ELM2 and SANT domain-containing protein 1 (MIDEAS)
Q7Z589	EMSY_HUMAN	BRCA2-interacting transcriptional repressor EMSY
Q8N8S7	ENAH_HUMAN	Protein enabled homolog
Q8NFI3	ENASE_HUMAN	Cytosolic endo-beta-N-acetylglucosaminidase (ENGase) (EC 3.2.1.96)
O94919	ENDD1_HUMAN	Endonuclease domain-containing 1 protein (EC 3.1.30.-)
P06733	ENOA_HUMAN	Alpha-enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (C-myc promoter-binding protein) (Enolase 1) (MBP-1) (MPB-1) (Non-neural enolase) (NNE) (Phosphopyruvate hydratase) (Plasminogen-binding protein)
P13929	ENOB_HUMAN	Beta-enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (Enolase 3) (Muscle-specific enolase) (MSE) (Skeletal muscle enolase)
Q7L5Y1	ENOF1_HUMAN	Mitochondrial enolase superfamily member 1 (EC 4.2.1.68) (Antisense RNA to thymidylate synthase) (rTS) (L-fuconate dehydratase)
P09104	ENOG_HUMAN	Gamma-enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (Enolase 2) (Neural enolase) (Neuron-specific enolase) (NSE)
Q9UHY7	ENOPH_HUMAN	Enolase-phosphatase E1 (EC 3.1.3.77) (2,3-diketo-5-methylthio-1-phosphopentane phosphatase) (MASA homolog)
P14625	ENPL_HUMAN	Endoplasmin (94 kDa glucose-regulated protein) (GRP-94) (Heat shock protein 90 kDa beta member 1) (Tumor rejection antigen 1) (gp96 homolog)
P22413	ENPP1_HUMAN	Ectonucleotide pyrophosphatase/phosphodiesterase family member 1 (E-NPP 1) (Membrane component chromosome 6 surface marker 1) (Phosphodiesterase I/nucleotide pyrophosphatase 1) (Plasma-cell membrane glycoprotein PC-1) [Includes: Alkaline phosphodiesterase I (EC 3.1.4.1); Nucleotide pyrophosphatase (NPPase) (EC 3.6.1.9) (Nucleotide diphosphatase)]
Q9Y6X5	ENPP4_HUMAN	Bis(5'-adenosyl)-triphosphatase ENPP4 (EC 3.6.1.29) (AP3A hydrolase) (AP3Aase) (Ectonucleotide pyrophosphatase/phosphodiesterase family member 4) (E-NPP 4) (NPP-4)
Q9UJA9	ENPP5_HUMAN	Ectonucleotide pyrophosphatase/phosphodiesterase family member 5 (E-NPP 5) (NPP-5) (EC 3.1.-.-)
O43768	ENSA_HUMAN	Alpha-endosulfine (ARPP-19e)
Q9Y5L3	ENTP2_HUMAN	Ectonucleoside triphosphate diphosphohydrolase 2 (NTPDase 2) (EC 3.6.1.-) (CD39 antigen-like 1) (Ecto-ATP diphosphohydrolase 2) (Ecto-ATPDase 2) (Ecto-ATPase 2)
O75356	ENTP5_HUMAN	Ectonucleoside triphosphate diphosphohydrolase 5 (NTPDase 5) (EC 3.6.1.6) (CD39 antigen-like 4) (ER-UDPase) (Guanosine-diphosphatase ENTPD5) (GDPase ENTPD5) (EC 3.6.1.42) (Nucleoside diphosphatase) (Uridine-diphosphatase ENTPD5) (UDPase ENTPD5)
Q9NPA8	ENY2_HUMAN	Transcription and mRNA export factor ENY2 (Enhancer of yellow 2 transcription factor homolog)
Q5NDL2	EOGT_HUMAN	EGF domain-specific O-linked N-acetylglucosamine transferase (EC 2.4.1.255) (Extracellular O-linked N-acetylglucosamine transferase)
Q9UBC2	EP15R_HUMAN	Epidermal growth factor receptor substrate 15-like 1 (Eps15-related protein) (Eps15R)
Q09472	EP300_HUMAN	Histone acetyltransferase p300 (p300 HAT) (EC 2.3.1.48) (E1A-associated protein p300) (Histone butyryltransferase p300) (EC 2.3.1.-) (Histone crotonyltransferase p300) (EC 2.3.1.-) (Protein propionyltransferase p300) (EC 2.3.1.-)
Q96L91	EP400_HUMAN	E1A-binding protein p400 (EC 3.6.4.-) (CAG repeat protein 32) (Domino homolog) (hDomino) (Trinucleotide repeat-containing gene 12 protein) (p400 kDa SWI2/SNF2-related protein)
P16422	EPCAM_HUMAN	Epithelial cell adhesion molecule (Ep-CAM) (Adenocarcinoma-associated antigen) (Cell surface glycoprotein Trop-1) (Epithelial cell surface antigen) (Epithelial glycoprotein) (EGP) (Epithelial glycoprotein 314) (EGP314) (hEGP314) (KS 1/4 antigen) (KSA) (Major gastrointestinal tumor-associated protein GA733-2) (Tumor-associated calcium signal transducer 1) (CD antigen CD326)
Q9UM22	EPDR1_HUMAN	Mammalian ependymin-related protein 1 (MERP-1) (Upregulated in colorectal cancer gene 1 protein)
Q9HCE0	EPG5_HUMAN	Ectopic P granules protein 5 homolog
P29317	EPHA2_HUMAN	Ephrin type-A receptor 2 (EC 2.7.10.1) (Epithelial cell kinase) (Tyrosine-protein kinase receptor ECK)
P29323	EPHB2_HUMAN	Ephrin type-B receptor 2 (EC 2.7.10.1) (Developmentally-regulated Eph-related tyrosine kinase) (ELK-related tyrosine kinase) (EPH tyrosine kinase 3) (EPH-like kinase 5) (EK5) (hEK5) (Renal carcinoma antigen NY-REN-47) (Tyrosine-protein kinase TYRO5) (Tyrosine-protein kinase receptor EPH-3)
P54753	EPHB3_HUMAN	Ephrin type-B receptor 3 (EC 2.7.10.1) (EPH-like tyrosine kinase 2) (EPH-like kinase 2) (Embryonic kinase 2) (EK2) (hEK2) (Tyrosine-protein kinase TYRO6)
P54760	EPHB4_HUMAN	Ephrin type-B receptor 4 (EC 2.7.10.1) (Hepatoma transmembrane kinase) (Tyrosine-protein kinase TYRO11)
P58107	EPIPL_HUMAN	Epiplakin (450 kDa epidermal antigen)
Q7L775	EPMIP_HUMAN	EPM2A-interacting protein 1 (Laforin-interacting protein)
Q9Y6I3	EPN1_HUMAN	Epsin-1 (EH domain-binding mitotic phosphoprotein) (EPS-15-interacting protein 1)
O95208	EPN2_HUMAN	Epsin-2 (EPS-15-interacting protein 2)
Q9H201	EPN3_HUMAN	Epsin-3 (EPS-15-interacting protein 3)
Q14677	EPN4_HUMAN	Clathrin interactor 1 (Clathrin-interacting protein localized in the trans-Golgi region) (Clint) (Enthoprotin) (Epsin-4) (Epsin-related protein) (EpsinR)
P42566	EPS15_HUMAN	Epidermal growth factor receptor substrate 15 (Protein Eps15) (Protein AF-1p)
Q12929	EPS8_HUMAN	Epidermal growth factor receptor kinase substrate 8
O75616	ERAL1_HUMAN	GTPase Era, mitochondrial (H-ERA) (hERA) (Conserved ERA-like GTPase) (CEGA) (ERA-W) (ERA-like protein 1)
Q9NZ08	ERAP1_HUMAN	Endoplasmic reticulum aminopeptidase 1 (EC 3.4.11.-) (ARTS-1) (Adipocyte-derived leucine aminopeptidase) (A-LAP) (Aminopeptidase PILS) (Puromycin-insensitive leucyl-specific aminopeptidase) (PILS-AP) (Type 1 tumor necrosis factor receptor shedding aminopeptidase regulator)
Q6P179	ERAP2_HUMAN	Endoplasmic reticulum aminopeptidase 2 (EC 3.4.11.-) (Leukocyte-derived arginine aminopeptidase) (L-RAP)
P04626	ERBB2_HUMAN	Receptor tyrosine-protein kinase erbB-2 (EC 2.7.10.1) (Metastatic lymph node gene 19 protein) (MLN 19) (Proto-oncogene Neu) (Proto-oncogene c-ErbB-2) (Tyrosine kinase-type cell surface receptor HER2) (p185erbB2) (CD antigen CD340)
P21860	ERBB3_HUMAN	Receptor tyrosine-protein kinase erbB-3 (EC 2.7.10.1) (Proto-oncogene-like protein c-ErbB-3) (Tyrosine kinase-type cell surface receptor HER3)
Q2NKX8	ERC6L_HUMAN	DNA excision repair protein ERCC-6-like (EC 3.6.4.12) (ATP-dependent helicase ERCC6-like) (PLK1-interacting checkpoint helicase) (Tumor antigen BJ-HCC-15)
P07992	ERCC1_HUMAN	DNA excision repair protein ERCC-1
P18074	ERCC2_HUMAN	General transcription and DNA repair factor IIH helicase subunit XPD (TFIIH subunit XPD) (EC 3.6.4.12) (Basic transcription factor 2 80 kDa subunit) (BTF2 p80) (CXPD) (DNA excision repair protein ERCC-2) (DNA repair protein complementing XP-D cells) (TFIIH basal transcription factor complex 80 kDa subunit) (TFIIH 80 kDa subunit) (TFIIH p80) (Xeroderma pigmentosum group D-complementing protein)
P19447	ERCC3_HUMAN	General transcription and DNA repair factor IIH helicase subunit XPB (TFIIH subunit XPB) (EC 3.6.4.12) (Basic transcription factor 2 89 kDa subunit) (BTF2 p89) (DNA excision repair protein ERCC-3) (DNA repair protein complementing XP-B cells) (TFIIH basal transcription factor complex 89 kDa subunit) (TFIIH 89 kDa subunit) (TFIIH p89) (Xeroderma pigmentosum group B-complementing protein)
P28715	ERCC5_HUMAN	DNA repair protein complementing XP-G cells (EC 3.1.-.-) (DNA excision repair protein ERCC-5) (Xeroderma pigmentosum group G-complementing protein)
Q03468	ERCC6_HUMAN	DNA excision repair protein ERCC-6 (EC 3.6.4.-) (ATP-dependent helicase ERCC6) (Cockayne syndrome protein CSB)
P24390	ERD21_HUMAN	ER lumen protein-retaining receptor 1 (KDEL endoplasmic reticulum protein retention receptor 1) (KDEL receptor 1) (Putative MAPK-activating protein PM23)
P62495	ERF1_HUMAN	Eukaryotic peptide chain release factor subunit 1 (Eukaryotic release factor 1) (eRF1) (Protein Cl1) (TB3-1)
P15170	ERF3A_HUMAN	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A (Eukaryotic peptide chain release factor subunit 3a) (eRF3a) (G1 to S phase transition protein 1 homolog)
P50548	ERF_HUMAN	ETS domain-containing transcription factor ERF (Ets2 repressor factor) (PE-2)
Q14534	ERG1_HUMAN	Squalene monooxygenase (EC 1.14.14.17) (Squalene epoxidase) (SE)
O76062	ERG24_HUMAN	Delta(14)-sterol reductase (Delta-14-SR) (EC 1.3.1.70) (Another new gene 1 protein) (C-14 sterol reductase) (Putative sterol reductase SR-1) (Sterol C14-reductase) (Transmembrane 7 superfamily member 2)
Q9UKR5	ERG28_HUMAN	Probable ergosterol biosynthetic protein 28
P48449	ERG7_HUMAN	Lanosterol synthase (EC 5.4.99.7) (2,3-epoxysqualene--lanosterol cyclase) (Oxidosqualene--lanosterol cyclase) (OSC) (hOSC)
Q969X5	ERGI1_HUMAN	Endoplasmic reticulum-Golgi intermediate compartment protein 1 (ER-Golgi intermediate compartment 32 kDa protein) (ERGIC-32)
Q96RQ1	ERGI2_HUMAN	Endoplasmic reticulum-Golgi intermediate compartment protein 2
Q9Y282	ERGI3_HUMAN	Endoplasmic reticulum-Golgi intermediate compartment protein 3 (Serologically defined breast cancer antigen NY-BR-84)
P84090	ERH_HUMAN	Enhancer of rudimentary homolog
Q8IV48	ERI1_HUMAN	3'-5' exoribonuclease 1 (EC 3.1.-.-) (3'-5' exonuclease ERI1) (Eri-1 homolog) (Histone mRNA 3'-end-specific exoribonuclease) (Histone mRNA 3'-exonuclease 1) (Protein 3'hExo) (HEXO)
O43414	ERI3_HUMAN	ERI1 exoribonuclease 3 (EC 3.1.-.-) (Prion interactor 1) (Prion protein-interacting protein)
Q96DZ1	ERLEC_HUMAN	Endoplasmic reticulum lectin 1 (ER lectin) (Erlectin) (XTP3-transactivated gene B protein)
O75477	ERLN1_HUMAN	Erlin-1 (Endoplasmic reticulum lipid raft-associated protein 1) (Protein KE04) (Stomatin-prohibitin-flotillin-HflC/K domain-containing protein 1) (SPFH domain-containing protein 1)
O94905	ERLN2_HUMAN	Erlin-2 (Endoplasmic reticulum lipid raft-associated protein 2) (Stomatin-prohibitin-flotillin-HflC/K domain-containing protein 2) (SPFH domain-containing protein 2)
Q7Z2K6	ERMP1_HUMAN	Endoplasmic reticulum metallopeptidase 1 (EC 3.4.-.-) (Felix-ina)
O75460	ERN1_HUMAN	Serine/threonine-protein kinase/endoribonuclease IRE1 (Endoplasmic reticulum-to-nucleus signaling 1) (Inositol-requiring protein 1) (hIRE1p) (Ire1-alpha) (IRE1a) [Includes: Serine/threonine-protein kinase (EC 2.7.11.1); Endoribonuclease (EC 3.1.26.-)]
Q96HE7	ERO1A_HUMAN	ERO1-like protein alpha (ERO1-L) (ERO1-L-alpha) (EC 1.8.4.-) (Endoplasmic oxidoreductin-1-like protein) (Endoplasmic reticulum oxidoreductase alpha) (Oxidoreductin-1-L-alpha)
P30040	ERP29_HUMAN	Endoplasmic reticulum resident protein 29 (ERp29) (Endoplasmic reticulum resident protein 28) (ERp28) (Endoplasmic reticulum resident protein 31) (ERp31)
Q9BS26	ERP44_HUMAN	Endoplasmic reticulum resident protein 44 (ER protein 44) (ERp44) (Thioredoxin domain-containing protein 4)
P30042	ES1_HUMAN	ES1 protein homolog, mitochondrial (Protein GT335) (Protein KNP-I)
Q8TE68	ES8L1_HUMAN	Epidermal growth factor receptor kinase substrate 8-like protein 1 (EPS8-like protein 1) (Epidermal growth factor receptor pathway substrate 8-related protein 1) (EPS8-related protein 1)
Q9H6S3	ES8L2_HUMAN	Epidermal growth factor receptor kinase substrate 8-like protein 2 (EPS8-like protein 2) (Epidermal growth factor receptor pathway substrate 8-related protein 2) (EPS8-related protein 2)
Q9H501	ESF1_HUMAN	ESF1 homolog (ABT1-associated protein)
B1AK53	ESPN_HUMAN	Espin (Autosomal recessive deafness type 36 protein) (Ectoplasmic specialization protein)
Q6NXG1	ESRP1_HUMAN	Epithelial splicing regulatory protein 1 (RNA-binding motif protein 35A) (RNA-binding protein 35A)
Q9H6T0	ESRP2_HUMAN	Epithelial splicing regulatory protein 2 (RNA-binding motif protein 35B) (RNA-binding protein 35B)
Q86US8	EST1A_HUMAN	Telomerase-binding protein EST1A (EC 3.1.-.-) (EST1-like protein A) (Ever shorter telomeres 1A) (Smg-6 homolog) (Telomerase subunit EST1A) (hSmg5/7a)
P23141	EST1_HUMAN	Liver carboxylesterase 1 (Acyl-coenzyme A:cholesterol acyltransferase) (ACAT) (Brain carboxylesterase hBr1) (Carboxylesterase 1) (CE-1) (hCE-1) (EC 3.1.1.1) (Cocaine carboxylesterase) (Egasyn) (HMSE) (Methylumbelliferyl-acetate deacetylase 1) (EC 3.1.1.56) (Monocyte/macrophage serine esterase) (Retinyl ester hydrolase) (REH) (Serine esterase 1) (Triacylglycerol hydrolase) (TGH)
O00748	EST2_HUMAN	Cocaine esterase (EC 3.1.1.84) (Carboxylesterase 2) (CE-2) (hCE-2) (EC 3.1.1.1) (Methylumbelliferyl-acetate deacetylase 2) (EC 3.1.1.56)
P10768	ESTD_HUMAN	S-formylglutathione hydrolase (FGH) (EC 3.1.2.12) (Esterase D) (Methylumbelliferyl-acetate deacetylase) (EC 3.1.1.56)
Q9BSJ8	ESYT1_HUMAN	Extended synaptotagmin-1 (E-Syt1) (Membrane-bound C2 domain-containing protein)
P13804	ETFA_HUMAN	Electron transfer flavoprotein subunit alpha, mitochondrial (Alpha-ETF)
P38117	ETFB_HUMAN	Electron transfer flavoprotein subunit beta (Beta-ETF)
Q16134	ETFD_HUMAN	Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial (ETF-QO) (ETF-ubiquinone oxidoreductase) (EC 1.5.5.1) (Electron-transferring-flavoprotein dehydrogenase) (ETF dehydrogenase)
O95571	ETHE1_HUMAN	Persulfide dioxygenase ETHE1, mitochondrial (EC 1.13.11.18) (Ethylmalonic encephalopathy protein 1) (Hepatoma subtracted clone one protein) (Sulfur dioxygenase ETHE1)
Q7Z2Z2	EFL1_HUMAN	Elongation factor-like GTPase 1 (Elongation factor Tu GTP-binding domain-containing protein 1) (Elongation factor-like 1) (Protein FAM42A)
P41162	ETV3_HUMAN	ETS translocation variant 3 (ETS domain transcriptional repressor PE1) (PE-1) (Mitogenic Ets transcriptional suppressor)
P41212	ETV6_HUMAN	Transcription factor ETV6 (ETS translocation variant 6) (ETS-related protein Tel1) (Tel)
Q96CN4	EVI5L_HUMAN	EVI5-like protein (Ecotropic viral integration site 5-like protein)
Q9UI08	EVL_HUMAN	Ena/VASP-like protein (Ena/vasodilator-stimulated phosphoprotein-like)
Q92817	EVPL_HUMAN	Envoplakin (210 kDa cornified envelope precursor protein) (210 kDa paraneoplastic pemphigus antigen) (p210)
Q01844	EWS_HUMAN	RNA-binding protein EWS (EWS oncogene) (Ewing sarcoma breakpoint region 1 protein)
Q9Y2D4	EXC6B_HUMAN	Exocyst complex component 6B (Exocyst complex component Sec15B) (SEC15-like protein 2)
Q9NVH0	EXD2_HUMAN	Exonuclease 3'-5' domain-containing protein 2 (EC 3.1.11.1) (Exonuclease 3'-5' domain-like-containing protein 2)
Q9NV70	EXOC1_HUMAN	Exocyst complex component 1 (Exocyst complex component Sec3)
Q96KP1	EXOC2_HUMAN	Exocyst complex component 2 (Exocyst complex component Sec5)
O60645	EXOC3_HUMAN	Exocyst complex component 3 (Exocyst complex component Sec6)
Q96A65	EXOC4_HUMAN	Exocyst complex component 4 (Exocyst complex component Sec8)
O00471	EXOC5_HUMAN	Exocyst complex component 5 (Exocyst complex component Sec10) (hSec10)
Q8TAG9	EXOC6_HUMAN	Exocyst complex component 6 (Exocyst complex component Sec15A) (SEC15-like protein 1)
Q9UPT5	EXOC7_HUMAN	Exocyst complex component 7 (Exocyst complex component Exo70)
Q8IYI6	EXOC8_HUMAN	Exocyst complex component 8 (Exocyst complex 84 kDa subunit)
Q9Y2C4	EXOG_HUMAN	Nuclease EXOG, mitochondrial (EC 3.1.30.-) (Endonuclease G-like 1) (Endo G-like 1)
Q9Y3B2	EXOS1_HUMAN	Exosome complex component CSL4 (Exosome component 1)
Q13868	EXOS2_HUMAN	Exosome complex component RRP4 (Exosome component 2) (Ribosomal RNA-processing protein 4)
Q9NQT5	EXOS3_HUMAN	Exosome complex component RRP40 (Exosome component 3) (Ribosomal RNA-processing protein 40) (p10)
Q9NPD3	EXOS4_HUMAN	Exosome complex component RRP41 (Exosome component 4) (Ribosomal RNA-processing protein 41) (p12A)
Q9NQT4	EXOS5_HUMAN	Exosome complex component RRP46 (Chronic myelogenous leukemia tumor antigen 28) (Exosome component 5) (Ribosomal RNA-processing protein 46) (p12B)
Q5RKV6	EXOS6_HUMAN	Exosome complex component MTR3 (Exosome component 6) (mRNA transport regulator 3 homolog) (hMtr3) (p11)
Q15024	EXOS7_HUMAN	Exosome complex component RRP42 (Exosome component 7) (Ribosomal RNA-processing protein 42) (p8)
Q96B26	EXOS8_HUMAN	Exosome complex component RRP43 (Exosome component 8) (Opa-interacting protein 2) (OIP-2) (Ribosomal RNA-processing protein 43) (p9)
Q06265	EXOS9_HUMAN	Exosome complex component RRP45 (Autoantigen PM/Scl 1) (Exosome component 9) (P75 polymyositis-scleroderma overlap syndrome-associated autoantigen) (Polymyositis/scleroderma autoantigen 1) (Polymyositis/scleroderma autoantigen 75 kDa) (PM/Scl-75)
Q01780	EXOSX_HUMAN	Exosome component 10 (EC 3.1.13.-) (Autoantigen PM/Scl 2) (P100 polymyositis-scleroderma overlap syndrome-associated autoantigen) (Polymyositis/scleroderma autoantigen 100 kDa) (PM/Scl-100) (Polymyositis/scleroderma autoantigen 2)
Q16394	EXT1_HUMAN	Exostosin-1 (EC 2.4.1.224) (EC 2.4.1.225) (Glucuronosyl-N-acetylglucosaminyl-proteoglycan/N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase) (Multiple exostoses protein 1) (Putative tumor suppressor protein EXT1)
Q93063	EXT2_HUMAN	Exostosin-2 (EC 2.4.1.224) (EC 2.4.1.225) (Glucuronosyl-N-acetylglucosaminyl-proteoglycan/N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase) (Multiple exostoses protein 2) (Putative tumor suppressor protein EXT2)
Q99504	EYA3_HUMAN	Eyes absent homolog 3 (EC 3.1.3.48)
Q15910	EZH2_HUMAN	Histone-lysine N-methyltransferase EZH2 (EC 2.1.1.43) (ENX-1) (Enhancer of zeste homolog 2) (Lysine N-methyltransferase 6)
P15311	EZRI_HUMAN	Ezrin (Cytovillin) (Villin-2) (p81)
Q5T9C2	F102A_HUMAN	Protein FAM102A (Early estrogen-induced gene 1 protein)
Q9H098	F107B_HUMAN	Protein FAM107B
P50502	F10A1_HUMAN	Hsc70-interacting protein (Hip) (Aging-associated protein 2) (Progesterone receptor-associated p48 protein) (Protein FAM10A1) (Putative tumor suppressor ST13) (Renal carcinoma antigen NY-REN-33) (Suppression of tumorigenicity 13 protein)
Q70Z53	F10C1_HUMAN	Protein FRA10AC1
Q96PZ2	F111A_HUMAN	Protein FAM111A
Q6SJ93	F111B_HUMAN	Protein FAM111B (Cancer-associated nucleoprotein)
Q9NRY5	F1142_HUMAN	Protein FAM114A2
Q9Y4C2	TCAF1_HUMAN	TRPM8 channel-associated factor 1 (TRP channel-associated factor 1)
A6NFQ2	TCAF2_HUMAN	TRPM8 channel-associated factor 2 (TRP channel-associated factor 2)
Q9BPY3	F118B_HUMAN	Protein FAM118B
Q9NZB2	F120A_HUMAN	Constitutive coactivator of PPAR-gamma-like protein 1 (Oxidative stress-associated Src activator) (Protein FAM120A)
